Student_ID,Study_Hours,Attendance,Rest_Hours,Parental_Involvement,Access_to_Resources
852,17,88,11.0,Medium,Medium
853,16,88,8.0,Low,Medium
854,27,88,8.0,Medium,Medium
855,29,80,9.0,Medium,High
856,17,97,8.0,Medium,High
857,15,80,10.0,High,Low
858,23,78,11.0,Medium,Medium
859,17,68,5.0,High,Medium
860,24,72,9.0,High,Low
861,21,62,7.0,Medium,Low
862,11,85,5.0,Medium,Low
863,29,70,9.0,Low,High
864,31,72,9.0,Medium,Medium
865,16,91,9.0,Medium,Medium
866,18,73,9.0,Low,Medium
867,22,70,9.0,Medium,High
868,22,67,7.0,High,Medium
869,24,91,8.0,High,Medium
870,32,65,9.0,Medium,Low
871,19,78,10.0,Medium,Medium
872,15,80,8.0,High,Medium
873,12,87,8.0,Medium,Medium
874,16,85,8.0,Low,Medium
875,20,92,6.0,Medium,Medium
876,31,62,9.0,High,Medium
877,17,72,6.0,Low,Medium
878,21,71,9.0,Medium,Low
879,20,66,8.0,Medium,Medium
880,27,72,6.0,High,High
881,35,72,6.0,High,High
882,17,81,7.0,Medium,High
883,17,87,7.0,High,Low
884,26,75,10.0,Low,Medium
885,24,89,8.0,Low,Medium
886,31,73,9.0,High,Medium
887,24,72,10.0,Medium,Low
888,18,82,10.0,Low,Medium
889,24,61,8.0,Medium,Medium
890,27,63,7.0,High,Medium
891,25,77,9.0,High,High
892,23,98,7.0,High,Medium
893,26,89,11.0,Medium,Low
894,27,64,9.0,High,Low
895,28,94,8.0,Medium,High
896,24,89,9.0,Medium,High
897,19,84,8.0,High,Low
898,21,93,7.0,Medium,Medium
899,27,76,9.0,Low,High
900,15,69,8.0,Medium,Medium
901,22,80,11.0,Medium,High
902,18,82,7.0,Low,Medium
903,20,82,9.0,Low,Low
904,28,83,7.0,Medium,High
905,21,98,7.0,Low,Medium
906,20,96,5.0,High,Medium
907,12,95,9.0,Medium,Medium
908,24,92,7.0,Low,High
909,24,98,10.0,Medium,Low
910,33,64,9.0,High,Medium
911,18,71,8.0,Low,Low
912,21,80,6.0,Medium,High
913,21,94,9.0,High,Medium
914,29,80,7.0,Medium,Medium
915,19,90,6.0,High,Medium
916,22,66,9.0,Medium,High
917,24,70,6.0,Medium,High
918,21,89,5.0,Medium,Medium
919,17,67,10.0,Low,High
920,21,74,7.0,High,Medium
921,26,71,5.0,High,Low
922,14,74,7.0,High,High
923,21,88,7.0,High,Medium
924,16,75,10.0,High,Medium
925,27,82,6.0,Medium,High
926,11,64,6.0,High,Medium
927,17,92,9.0,Medium,Low
928,22,75,7.0,Medium,High
929,29,86,8.0,Medium,Medium
930,20,89,7.0,High,Medium
931,17,68,11.0,Medium,Medium
932,31,95,6.0,High,Medium
933,11,85,8.0,Medium,Medium
934,7,77,10.0,High,Medium
935,23,67,7.0,High,Medium
936,17,98,7.0,Low,High
937,14,90,9.0,High,Medium
938,24,68,10.0,Medium,Medium
939,21,74,7.0,Medium,High
940,17,92,10.0,High,High
941,12,88,8.0,Medium,Medium
942,25,91,9.0,Medium,Medium
943,24,78,10.0,Medium,Medium
944,19,89,9.0,Low,Medium
945,31,75,8.0,Medium,Medium
946,14,68,7.0,Medium,Medium
947,11,85,11.0,High,Low
948,16,99,7.0,Low,High
949,20,72,8.0,Medium,High
950,21,78,9.0,High,Medium
951,19,87,9.0,High,Low
952,22,82,11.0,High,High
953,12,94,8.0,Medium,High
954,29,90,8.0,Medium,High
955,20,62,10.0,Medium,Medium
956,27,100,8.0,Low,Low
957,22,90,9.0,High,High
958,23,95,8.0,Medium,Medium
959,23,86,9.0,Medium,High
960,23,94,9.0,Medium,Low
961,24,64,7.0,Medium,High
962,28,74,5.0,Medium,Low
963,21,95,5.0,High,Medium
964,24,68,5.0,Medium,Medium
965,19,63,8.0,Medium,High
966,29,92,5.0,Low,Low
967,16,93,8.0,Low,Medium
968,31,67,8.0,Medium,Low
969,20,94,9.0,Low,High
970,11,87,9.0,Low,Medium
971,21,81,9.0,High,Medium
972,16,93,9.0,Medium,Low
973,25,77,8.0,Low,Medium
974,16,68,8.0,Low,Medium
975,17,71,7.0,Low,Medium
976,9,80,8.0,Medium,High
977,17,81,6.0,Medium,Low
978,5,92,10.0,Medium,Medium
979,10,92,7.0,Low,High
980,25,83,8.0,Medium,High
981,25,91,8.0,Medium,High
982,23,68,10.0,Medium,Medium
983,14,62,,High,Medium
984,20,95,8.0,Medium,Low
985,20,63,9.0,Low,Low
986,13,70,11.0,High,Medium
987,29,88,8.0,Medium,High
988,25,76,7.0,Medium,Low
989,19,95,11.0,High,Low
990,20,72,9.0,Medium,Medium
991,21,60,10.0,High,Medium
992,8,72,6.0,Low,Medium
993,19,83,9.0,Medium,Medium
994,16,75,6.0,Low,Low
995,14,81,6.0,Medium,Medium
996,18,95,9.0,Medium,High
997,31,96,9.0,Medium,Medium
998,24,71,7.0,Low,High
999,17,78,10.0,Low,Medium
1000,23,82,7.0,Medium,High
1001,28,98,8.0,High,Medium
1002,26,100,8.0,High,High
1003,20,69,8.0,High,Medium
1004,16,89,10.0,Medium,Medium
1005,24,75,6.0,Low,Medium
1006,22,60,,Medium,Medium
1007,25,60,6.0,Medium,Low
1008,24,78,11.0,Low,High
1009,26,80,8.0,Medium,Medium
1010,17,61,7.0,Low,Medium
1011,28,87,8.0,Medium,Medium
1012,21,72,9.0,Medium,Low
1013,32,82,9.0,Low,Medium
1014,16,72,7.0,Medium,Medium
1015,30,67,7.0,Medium,High
1016,21,76,6.0,Medium,Low
1017,16,69,8.0,High,High
1018,17,81,10.0,Low,Medium
1019,18,68,7.0,High,High
1020,23,80,9.0,Low,Low
1021,23,66,7.0,Medium,High
1022,17,87,6.0,Medium,Medium
1023,20,90,9.0,High,Medium
1024,33,64,11.0,Medium,Low
1025,30,79,9.0,Low,Medium
1026,23,63,7.0,Medium,Low
1027,20,84,7.0,Medium,Medium
1028,21,71,11.0,Medium,Medium
1029,24,81,8.0,Low,High
1030,14,81,7.0,Medium,High
1031,18,97,8.0,Low,Medium
1032,10,82,8.0,High,Medium
1033,22,83,9.0,Medium,Medium
1034,24,76,10.0,Low,High
1035,17,98,10.0,High,High
1036,29,91,8.0,Medium,High
1037,13,71,8.0,Medium,High
1038,11,94,9.0,Low,High
1039,21,77,,Medium,High
1040,26,93,9.0,Medium,Medium
1041,30,93,8.0,High,High
1042,17,68,9.0,Low,High
1043,26,88,11.0,Low,Low
1044,20,72,9.0,High,Low
1045,19,72,8.0,High,Medium
1046,25,72,7.0,Low,High
1047,24,89,,High,Medium
1048,11,69,6.0,Medium,Medium
1049,29,60,9.0,High,High
1050,28,89,5.0,High,Low
1051,16,67,9.0,Low,High
1052,22,64,9.0,Medium,High
1053,23,70,8.0,Low,High
1054,22,75,7.0,Low,Low
1055,17,79,8.0,Low,High
1056,16,62,5.0,High,Medium
1057,20,99,,Medium,Medium
1058,27,89,8.0,Medium,Medium
1059,23,73,10.0,High,Medium
1060,18,73,9.0,Medium,High
1061,25,78,8.0,Medium,Medium
1062,3,85,9.0,Low,High
1063,27,66,7.0,Medium,Medium
1064,10,68,7.0,Low,Medium
1065,18,94,8.0,High,Medium
1066,13,70,8.0,Medium,Medium
1067,12,75,7.0,Medium,High
1068,27,95,8.0,Medium,High
1069,17,87,8.0,Medium,Medium
1070,22,74,11.0,Medium,High
1071,20,87,8.0,Medium,Medium
1072,23,61,7.0,High,Low
1073,20,89,8.0,Low,Medium
1074,12,79,10.0,Low,Medium
1075,26,93,10.0,Medium,High
1076,17,98,,High,Low
1077,11,97,8.0,Medium,Medium
1078,17,96,9.0,Medium,Low
1079,29,80,6.0,Medium,Low
1080,25,74,7.0,Low,Medium
1081,18,79,6.0,Medium,Medium
1082,18,88,9.0,High,High
1083,18,95,8.0,High,Medium
1084,32,68,8.0,Low,Medium
1085,22,97,,Medium,Medium
1086,23,93,9.0,Medium,Low
1087,26,99,5.0,Low,High
1088,21,95,8.0,Medium,Low
1089,18,71,8.0,Low,Low
1090,19,64,5.0,Medium,Medium
1091,20,64,9.0,Medium,High
1092,20,72,8.0,Medium,High
1093,24,85,9.0,Medium,Medium
1094,20,92,11.0,Medium,Low
1095,24,96,8.0,Medium,Medium
1096,20,85,9.0,Medium,High
1097,20,60,10.0,Medium,Medium
1098,8,67,9.0,High,Medium
1099,25,64,7.0,Medium,Low
1100,22,75,6.0,Medium,Low
1101,26,80,9.0,Medium,Medium
1102,3,62,,Medium,Low
1103,33,74,10.0,Medium,Medium
1104,19,67,7.0,Medium,Medium
1105,27,86,8.0,Low,Medium
1106,14,79,6.0,Medium,Low
1107,24,80,7.0,Medium,Medium
1108,14,77,7.0,Low,High
1109,16,98,7.0,Medium,Low
1110,31,69,8.0,Medium,Medium
1111,19,81,7.0,High,High
1112,21,89,11.0,Low,Medium
1113,25,82,9.0,High,Low
1114,23,97,10.0,Medium,Low
1115,21,75,8.0,Medium,Medium
1116,22,79,8.0,Medium,Medium
1117,34,64,7.0,Medium,Medium
1118,20,84,11.0,High,High
1119,21,72,8.0,Medium,High
1120,26,66,7.0,Medium,Medium
1121,27,82,7.0,Medium,High
1122,27,81,9.0,Medium,Medium
1123,24,63,10.0,Medium,Medium
1124,13,88,10.0,High,Low
1125,30,85,7.0,Medium,Medium
1126,13,68,7.0,Low,Medium
1127,22,79,10.0,Medium,Medium
1128,15,89,11.0,High,Low
1129,20,81,8.0,High,High
1130,22,76,10.0,Medium,Low
1131,22,73,6.0,High,Low
1132,23,84,7.0,Low,Low
1133,30,98,6.0,Low,Low
1134,23,87,9.0,Low,High
1135,19,63,8.0,Low,High
1136,26,78,8.0,Low,High
1137,27,96,10.0,Medium,High
1138,13,64,7.0,Medium,Low
1139,24,100,8.0,Medium,Low
1140,24,98,6.0,Medium,Medium
1141,18,63,10.0,High,High
1142,28,97,10.0,Medium,Medium
1143,19,75,9.0,Medium,Medium
1144,21,94,8.0,Medium,Low
1145,19,77,7.0,High,Low
1146,20,78,6.0,Medium,Medium
1147,13,85,8.0,Low,High
1148,11,91,9.0,Medium,Low
1149,30,61,11.0,High,High
1150,15,84,7.0,Medium,High
1151,14,67,8.0,Medium,High
1152,7,74,10.0,Low,High
1153,16,74,10.0,High,Low
1154,12,79,,Low,High
1155,30,73,8.0,Low,Medium
1156,26,64,7.0,Low,High
1157,16,66,7.0,Medium,Low
1158,34,61,10.0,Low,Medium
1159,26,79,8.0,High,Low
1160,18,98,8.0,High,Low
1161,5,65,8.0,Medium,High
1162,34,98,,Medium,High
1163,12,89,8.0,Low,Medium
1164,10,85,7.0,Medium,Medium
1165,26,86,10.0,Medium,High
1166,35,93,7.0,Medium,Medium
1167,28,64,7.0,Medium,High
1168,23,80,8.0,Low,Medium
1169,24,88,11.0,High,Medium
1170,25,83,7.0,Medium,High
1171,25,93,9.0,High,Medium
1172,22,63,8.0,High,Medium
1173,21,88,8.0,High,High
1174,20,81,9.0,Medium,High
1175,15,75,5.0,Medium,High
1176,18,74,,Medium,Medium
1177,10,85,9.0,High,Medium
1178,19,96,8.0,Medium,Medium
1179,14,80,8.0,High,Low
1180,13,93,9.0,Medium,High
1181,21,76,7.0,Medium,Medium
1182,28,64,10.0,Medium,Medium
1183,26,62,9.0,High,High
1184,11,62,8.0,Low,High
1185,14,75,9.0,Medium,Low
1186,26,73,10.0,Medium,Medium
1187,14,89,7.0,Low,High
1188,19,90,9.0,Medium,Medium
1189,23,62,11.0,Medium,High
1190,14,69,9.0,Low,High
1191,21,71,8.0,Medium,Medium
1192,12,82,11.0,High,Medium
1193,16,66,8.0,High,Medium
1194,22,65,10.0,Medium,Medium
1195,10,98,7.0,Medium,Medium
1196,23,92,10.0,Medium,High
1197,20,67,7.0,High,High
1198,23,76,,Medium,Medium
1199,21,74,7.0,Medium,High
1200,28,92,11.0,Low,Medium
1201,21,80,8.0,Medium,High
1202,17,65,6.0,Low,Low
1203,21,90,8.0,High,Medium
1204,23,76,9.0,Medium,Medium
1205,20,71,8.0,Medium,Medium
1206,20,75,7.0,Medium,Low
1207,16,80,10.0,High,High
1208,16,74,10.0,Low,Medium
1209,12,70,6.0,Medium,High
1210,30,76,7.0,Medium,Medium
1211,13,61,8.0,High,Low
1212,16,91,7.0,Medium,Medium
1213,16,67,9.0,Medium,High
1214,25,62,11.0,Medium,Medium
1215,18,86,7.0,High,Low
1216,27,91,10.0,Low,High
1217,16,93,6.0,Medium,Medium
1218,22,80,9.0,Low,Medium
1219,15,68,7.0,Low,Medium
1220,33,89,9.0,Low,Medium
1221,13,88,5.0,High,Medium
1222,22,70,6.0,Medium,High
1223,24,96,9.0,High,High
1224,22,64,7.0,Medium,Medium
1225,19,99,8.0,High,Medium
1226,19,94,11.0,Medium,Low
1227,20,88,8.0,Low,Low
1228,19,98,9.0,Medium,Medium
1229,26,89,7.0,Medium,Medium
1230,33,68,6.0,Medium,Low
1231,17,78,8.0,Medium,Medium
1232,12,63,6.0,Medium,High
1233,19,76,7.0,Medium,High
1234,35,90,8.0,High,Medium
1235,15,75,8.0,Medium,High
1236,30,73,,High,Medium
1237,30,84,9.0,High,Medium
1238,17,95,6.0,Low,High
1239,23,62,7.0,Low,High
1240,30,75,5.0,Medium,Medium
1241,18,66,7.0,Medium,Medium
1242,19,88,9.0,Medium,High
1243,17,64,10.0,Medium,Medium
1244,14,87,8.0,Medium,Medium
1245,16,71,10.0,Medium,High
1246,13,68,9.0,Low,Low
1247,20,97,8.0,High,Medium
1248,15,61,7.0,Medium,High
1249,21,78,5.0,Medium,Medium
1250,11,61,10.0,Medium,Medium
1251,22,79,8.0,Low,Medium
1252,25,80,10.0,Medium,Medium
1253,8,73,7.0,Low,Medium
1254,22,65,11.0,Low,Low
1255,27,75,8.0,Medium,Medium
1256,13,87,7.0,Low,Medium
1257,30,91,8.0,Medium,Medium
1258,23,81,8.0,Medium,Medium
1259,16,84,8.0,Low,Medium
1260,20,68,7.0,Low,Medium
1261,23,71,5.0,High,Medium
1262,20,66,7.0,Low,Medium
1263,23,70,10.0,Medium,High
1264,14,69,7.0,Medium,High
1265,21,81,5.0,High,Medium
1266,12,83,6.0,High,Low
1267,19,98,8.0,High,Low
1268,15,68,7.0,Medium,Medium
1269,16,86,8.0,High,Medium
1270,27,93,7.0,Medium,Low
1271,27,82,10.0,Medium,Medium
1272,24,70,9.0,Medium,High
1273,13,71,11.0,Medium,Medium
1274,18,62,7.0,Low,High
1275,27,72,8.0,Low,Low
1276,21,90,10.0,High,Low
1277,34,62,9.0,High,Low
1278,22,69,7.0,Medium,High
1279,21,88,9.0,Medium,Medium
1280,18,91,9.0,High,Medium
1281,21,78,5.0,High,Medium
1282,19,88,7.0,Medium,High
1283,24,76,8.0,Medium,Medium
1284,26,66,10.0,Low,Medium
1285,15,76,9.0,Medium,High
1286,12,83,7.0,Medium,Medium
1287,9,98,7.0,Medium,Medium
1288,23,63,9.0,Medium,Medium
1289,13,80,5.0,Low,High
1290,7,73,7.0,High,Medium
1291,22,80,10.0,Low,Low
1292,35,61,8.0,Medium,High
1293,20,73,7.0,High,Medium
1294,25,93,6.0,Medium,High
1295,20,82,9.0,Medium,Medium
1296,19,78,8.0,Medium,Medium
1297,26,71,8.0,High,Low
1298,18,72,9.0,High,High
1299,22,75,8.0,Medium,Medium
1300,22,93,8.0,High,Medium
1301,16,99,6.0,Low,Medium
1302,26,78,6.0,High,High
1303,19,76,9.0,High,Medium
1304,15,94,9.0,Medium,Low
1305,23,77,9.0,High,High
1306,15,82,7.0,Medium,High
1307,20,69,9.0,Medium,Medium
1308,20,90,7.0,High,High
1309,27,81,10.0,Medium,Low
1310,23,92,7.0,Medium,Low
1311,20,91,7.0,Medium,Medium
1312,25,69,8.0,High,Low
1313,28,89,9.0,High,High
1314,23,92,8.0,Medium,High
1315,20,74,8.0,Medium,Medium
1316,12,67,7.0,High,High
1317,14,60,8.0,Medium,Low
1318,18,78,8.0,High,Medium
1319,16,74,7.0,High,High
1320,19,82,8.0,Medium,High
1321,20,68,8.0,Medium,Medium
1322,23,94,11.0,Medium,Low
1323,20,70,7.0,Medium,Medium
1324,23,69,7.0,Medium,Medium
1325,20,79,8.0,High,Medium
1326,8,80,7.0,High,Low
1327,14,69,6.0,Medium,Medium
1328,19,71,6.0,High,High
1329,13,67,,Medium,Medium
1330,24,89,7.0,Medium,Low
1331,29,91,6.0,Medium,High
1332,27,78,8.0,High,Medium
1333,19,89,5.0,Medium,High
1334,29,89,9.0,Medium,Low
1335,21,66,7.0,Medium,Medium
1336,18,99,7.0,Medium,Medium
1337,16,93,9.0,Medium,Medium
1338,18,68,9.0,Low,Medium
1339,18,67,7.0,High,Medium
1340,21,65,9.0,Medium,Medium
1341,21,66,10.0,Medium,Medium
1342,20,90,6.0,Low,Medium
1343,23,79,9.0,High,High
1344,27,91,6.0,Medium,High
1345,26,90,10.0,High,High
1346,11,84,7.0,High,Medium
1347,5,87,7.0,High,Low
1348,26,61,10.0,High,Medium
1349,12,72,9.0,Low,High
1350,19,86,7.0,Medium,Low
1351,13,60,8.0,Medium,Medium
1352,9,61,7.0,High,Medium
1353,23,94,6.0,High,Medium
1354,25,87,8.0,High,Medium
1355,17,71,7.0,Low,High
1356,4,88,7.0,Medium,High
1357,17,92,10.0,Medium,Medium
1358,22,72,7.0,Low,Medium
1359,11,61,8.0,Low,Medium
1360,21,97,10.0,Medium,Medium
1361,20,74,,High,High
1362,23,64,7.0,Medium,Medium
1363,21,80,8.0,Medium,High
1364,14,91,9.0,Medium,Medium
1365,27,69,9.0,Medium,Medium
1366,19,71,11.0,High,Medium
1367,20,70,7.0,Medium,High
1368,14,100,8.0,Low,Medium
1369,17,68,6.0,Medium,High
1370,15,83,9.0,High,High
1371,19,97,8.0,Medium,High
1372,30,66,8.0,Medium,High
1373,12,99,7.0,Low,Medium
1374,10,98,7.0,Low,Medium
1375,29,95,8.0,High,Medium
1376,19,69,7.0,Medium,Medium
1377,16,85,8.0,Medium,High
1378,26,90,8.0,Medium,Low
1379,16,99,6.0,High,Medium
1380,31,67,6.0,Low,High
1381,24,91,7.0,High,Low
1382,17,74,10.0,Medium,Medium
1383,33,67,7.0,High,Medium
1384,16,77,8.0,High,High
1385,24,92,6.0,Medium,Medium
1386,22,79,,Low,High
1387,28,82,6.0,Low,Medium
1388,29,100,9.0,High,High
1389,20,76,6.0,Low,Medium
1390,15,85,9.0,Medium,Medium
1391,23,75,9.0,Medium,Medium
1392,16,76,8.0,Medium,Low
1393,32,88,9.0,Low,Medium
1394,21,98,11.0,High,Medium
1395,18,82,9.0,High,Low
1396,21,91,6.0,Medium,High
1397,12,64,10.0,Medium,Medium
1398,14,68,,Medium,High
1399,27,80,11.0,High,High
1400,16,61,7.0,Medium,Low
1401,14,70,,Medium,Medium
1402,23,81,8.0,Medium,Medium
1403,27,61,11.0,High,High
1404,24,71,8.0,Medium,High
1405,26,81,11.0,Medium,Medium
1406,15,83,,Medium,Low
1407,11,97,,Medium,Medium
1408,29,86,11.0,Medium,High
1409,18,77,7.0,Medium,High
1410,18,97,9.0,Medium,High
1411,28,91,8.0,High,Medium
1412,23,68,,Low,Low
1413,23,65,8.0,Medium,High
1414,33,87,9.0,Medium,High
1415,16,82,9.0,Medium,Low
1416,26,92,7.0,Medium,Low
1417,20,90,8.0,High,Medium
1418,22,85,5.0,Medium,High
1419,29,99,9.0,High,Medium
1420,23,81,11.0,High,Low
1421,23,65,8.0,Medium,Medium
1422,26,93,,High,Medium
1423,18,70,9.0,Medium,Medium
1424,15,91,7.0,Medium,Medium
1425,14,98,8.0,High,High
1426,8,88,,Medium,Medium
1427,32,84,9.0,Low,Medium
1428,13,78,10.0,Medium,Medium
1429,19,75,8.0,Medium,Medium
1430,18,74,8.0,Low,Medium
1431,22,85,9.0,High,Medium
1432,25,90,8.0,Medium,Medium
1433,25,87,7.0,High,High
1434,17,68,9.0,Medium,High
1435,19,80,6.0,Medium,Medium
1436,22,92,8.0,Low,High
1437,19,79,6.0,Medium,High
1438,30,81,7.0,Medium,High
1439,23,91,7.0,High,Medium
1440,24,86,7.0,Medium,High
1441,24,76,10.0,Medium,Medium
1442,27,96,10.0,Medium,High
1443,21,67,10.0,Low,Medium
1444,12,100,8.0,Medium,Medium
1445,22,65,7.0,Low,Medium
1446,16,61,9.0,High,High
1447,17,96,8.0,High,High
1448,24,70,8.0,Medium,Medium
1449,27,89,5.0,Medium,Low
1450,20,92,9.0,Low,High
1451,22,94,9.0,High,Medium
1452,30,100,8.0,High,Medium
1453,21,72,9.0,High,High
1454,36,88,9.0,Medium,High
1455,23,65,7.0,Medium,Medium
1456,9,76,8.0,Medium,Medium
1457,25,94,6.0,High,High
1458,22,75,10.0,High,High
1459,28,84,9.0,Medium,Medium
1460,24,80,7.0,High,Low
1461,19,86,9.0,High,Medium
1462,13,99,8.0,Medium,High
1463,19,62,7.0,High,Medium
1464,15,83,8.0,Medium,Medium
1465,17,95,9.0,Medium,Low
1466,24,79,9.0,Low,Low
1467,30,63,11.0,Medium,Medium
1468,22,82,8.0,High,Medium
1469,13,73,,Medium,Medium
1470,23,66,9.0,Low,Low
1471,27,94,8.0,Medium,Medium
1472,16,81,7.0,Medium,High
1473,19,97,7.0,Medium,Low
1474,20,92,5.0,Medium,High
1475,15,88,9.0,Low,Low
1476,24,60,6.0,High,Low
1477,19,77,7.0,High,Medium
1478,23,68,8.0,Medium,High
1479,15,96,8.0,High,Medium
1480,17,67,11.0,High,Medium
1481,24,71,6.0,Medium,Medium
1482,18,81,11.0,Medium,Low
1483,30,71,10.0,High,Medium
1484,18,68,9.0,Medium,High
1485,21,84,10.0,Medium,Low
1486,26,64,,High,Medium
1487,11,62,5.0,Medium,High
1488,9,75,9.0,High,Low
1489,11,89,,Medium,Medium
1490,28,82,7.0,Medium,Medium
1491,17,77,8.0,Medium,Medium
1492,35,83,7.0,Medium,Low
1493,17,75,9.0,High,Medium
1494,21,97,8.0,Medium,High
1495,29,62,9.0,High,Medium
1496,32,87,8.0,Medium,High
1497,32,96,8.0,Medium,Low
1498,27,92,7.0,High,Medium
1499,26,67,6.0,Low,Medium
1500,24,72,,High,Medium
1501,25,89,7.0,Low,Low
1502,17,63,10.0,High,Medium
1503,15,92,6.0,Medium,High
1504,20,89,11.0,High,High
1505,19,89,8.0,High,Low
1506,17,64,8.0,Low,High
1507,24,89,7.0,Low,High
1508,26,87,9.0,Medium,Medium
1509,21,93,8.0,Medium,Low
1510,29,62,,Low,High
1511,13,61,9.0,Low,Medium
1512,19,75,9.0,Medium,High
1513,16,66,10.0,Low,Medium
1514,9,82,9.0,High,Medium
1515,20,97,7.0,High,Medium
1516,19,76,5.0,High,High
1517,29,94,8.0,Low,Medium
1518,24,60,8.0,Low,Low
1519,14,67,11.0,Medium,Medium
1520,31,61,8.0,High,Medium
1521,27,73,9.0,Medium,Medium
1522,23,96,9.0,Medium,Medium
1523,19,64,9.0,Low,Medium
1524,14,84,9.0,Medium,Medium
1525,18,78,7.0,Medium,Low
1526,27,98,7.0,Low,Medium
1527,31,65,8.0,Medium,Low
1528,29,68,5.0,Medium,Medium
1529,17,61,8.0,Medium,High
1530,13,77,7.0,Medium,Medium
1531,21,71,8.0,High,Low
1532,9,95,8.0,Medium,Medium
1533,22,84,6.0,Medium,Medium
1534,19,85,10.0,High,Medium
1535,17,81,8.0,High,Medium
1536,10,64,9.0,Medium,High
1537,23,78,8.0,Low,High
1538,17,100,9.0,High,Medium
1539,13,93,6.0,Medium,Medium
1540,3,96,10.0,High,High
1541,20,93,9.0,Low,Low
1542,31,64,8.0,High,Low
1543,30,69,8.0,Medium,Medium
1544,17,60,,High,Medium
1545,16,72,,Medium,High
1546,23,64,6.0,High,Medium
1547,14,79,7.0,Medium,Medium
1548,22,87,8.0,Medium,High
1549,25,95,8.0,Low,Medium
1550,27,90,10.0,High,Medium
1551,19,98,7.0,Medium,Low
1552,19,62,7.0,Medium,Low
1553,15,60,6.0,Medium,Low
1554,15,86,9.0,High,Medium
1555,19,72,6.0,Medium,High
1556,22,70,9.0,Medium,High
1557,25,73,7.0,High,Medium
1558,15,71,7.0,High,High
1559,29,80,11.0,Low,Medium
1560,18,78,10.0,Low,Medium
1561,20,80,8.0,Low,Low
1562,16,87,6.0,Medium,Medium
1563,5,75,11.0,Medium,Low
1564,25,70,8.0,Medium,Medium
1565,24,67,8.0,High,High
1566,18,74,9.0,Medium,Low
1567,20,90,5.0,High,Low
1568,23,90,7.0,Medium,Medium
1569,11,87,8.0,Medium,Medium
1570,17,69,8.0,Medium,Medium
1571,25,84,6.0,High,Medium
1572,12,83,8.0,Low,Medium
1573,22,79,8.0,Medium,Medium
1574,12,82,11.0,Low,Medium
1575,23,80,10.0,Medium,High
1576,20,83,8.0,Medium,Medium
1577,10,89,8.0,High,High
1578,27,64,10.0,High,High
1579,16,90,8.0,Medium,Medium
1580,15,65,6.0,High,Medium
1581,21,63,11.0,Medium,Medium
1582,27,99,7.0,High,Medium
1583,14,98,11.0,Medium,Medium
1584,20,62,9.0,High,Low
1585,23,78,7.0,High,Low
1586,24,67,5.0,High,Medium
1587,21,79,9.0,Medium,Low
1588,18,93,6.0,Medium,High
1589,15,98,9.0,High,Low
1590,21,85,11.0,High,Medium
1591,14,74,6.0,Medium,High
1592,2,84,9.0,Low,High
1593,23,72,7.0,Medium,Medium
1594,25,96,10.0,Medium,Low
1595,6,95,8.0,High,Medium
1596,14,82,8.0,High,Medium
1597,24,73,10.0,Low,Medium
1598,32,72,9.0,High,Medium
1599,20,61,7.0,Low,Low
1600,16,93,,Medium,High
1601,19,78,6.0,Medium,Low
1602,28,73,8.0,High,Medium
1603,16,79,7.0,High,High
1604,15,93,6.0,Medium,Medium
1605,17,65,6.0,Medium,Medium
1606,14,94,8.0,Low,Low
1607,21,96,9.0,Medium,High
1608,30,98,10.0,Medium,Low
1609,22,76,10.0,Medium,Medium
1610,18,69,8.0,High,High
1611,18,75,7.0,Medium,Low
1612,11,73,10.0,Medium,High
1613,25,67,7.0,Medium,High
1614,20,84,6.0,Low,Medium
1615,19,79,9.0,Medium,Medium
1616,39,95,10.0,Medium,High
1617,22,61,7.0,Medium,Medium
1618,15,86,11.0,High,High
1619,17,91,9.0,Medium,Medium
1620,27,90,9.0,Medium,Low
1621,21,95,7.0,High,Medium
1622,11,89,10.0,Medium,Low
1623,26,97,6.0,Medium,Low
1624,16,73,7.0,Medium,Low
1625,31,80,7.0,Medium,Medium
1626,26,61,6.0,Medium,Low
1627,17,60,9.0,Medium,High
1628,28,70,9.0,High,High
1629,20,64,9.0,High,Medium
1630,25,70,8.0,Medium,Medium
1631,23,67,9.0,Medium,Medium
1632,15,61,8.0,Medium,Medium
1633,16,96,,Medium,Medium
1634,26,60,7.0,Low,High
1635,18,89,5.0,Medium,Low
1636,18,66,10.0,Medium,High
1637,14,96,10.0,Low,High
1638,23,96,11.0,Low,Medium
1639,32,86,7.0,Medium,Medium
1640,14,87,7.0,Medium,Medium
1641,20,60,5.0,Medium,Medium
1642,28,99,9.0,Low,Medium
1643,20,95,9.0,Medium,Medium
1644,23,96,10.0,Medium,Low
1645,14,86,7.0,Low,Low
1646,23,74,9.0,Medium,Low
1647,19,96,7.0,Low,Medium
1648,26,72,10.0,High,Medium
1649,27,83,9.0,Medium,Medium
1650,36,64,6.0,Medium,Medium
1651,23,97,8.0,Low,High
1652,22,66,5.0,Medium,High
1653,21,69,6.0,Medium,Medium
1654,18,82,6.0,High,Medium
1655,22,91,7.0,High,High
1656,18,85,8.0,Low,Medium
1657,21,69,8.0,Medium,Medium
1658,28,60,8.0,Medium,High
1659,14,90,8.0,Low,Medium
1660,27,99,8.0,High,Medium
1661,28,92,6.0,Low,High
1662,19,78,8.0,Medium,Medium
1663,7,96,10.0,Medium,High
1664,16,76,8.0,Medium,Medium
