,station_id,date,quality_level_3,max_wind_gust,mean_wind_speed,quality_level_4,precipitation_height,precipitation_form,sunshine_duration,snow_depth,NM,mean_vapor_pressure,mean_pressure,mean_temperature,mean_relative_humidity,max_temperature_2m,min_temperature_2m,min_temperature_5cm,eor
10116,3379,1982-02-10,,,,1,0.0,0,8.4,0,,,,4.9,,10.6,-0.3,,eor
10117,3379,1982-02-11,,,,1,0.0,0,8.0,0,,,,5.1,,12.2,0.4,,eor
10118,3379,1982-02-12,,,,1,0.0,0,7.8,0,,,,5.0,,12.0,0.2,,eor
10119,3379,1982-02-13,,,,1,0.0,0,4.0,0,,,,0.8,,4.4,-1.4,,eor
10120,3379,1982-02-14,,,,1,0.0,0,4.8,0,,,,0.4,,5.8,-2.3,,eor
10121,3379,1982-02-15,,,,1,0.0,6,0.0,0,,,,-1.8,,0.4,-2.0,,eor
10122,3379,1982-02-16,,,,1,0.0,6,0.0,0,,,,-1.3,,-0.4,-2.0,,eor
10123,3379,1982-02-17,,,,1,0.0,0,0.0,0,,,,-0.3,,2.3,-2.2,,eor
10124,3379,1982-02-18,,,,1,0.3,6,0.0,0,,,,0.3,,1.0,0.0,,eor
10125,3379,1982-02-19,,,,1,0.0,6,0.0,0,,,,-1.2,,0.4,-1.7,,eor
10126,3379,1982-02-20,,,,1,0.0,0,5.4,0,,,,-2.3,,1.0,-5.6,,eor
10127,3379,1982-02-21,,,,1,0.0,0,8.8,0,,,,-2.6,,0.6,-5.8,,eor
10128,3379,1982-02-22,,,,1,0.7,6,4.8,0,,,,-4.6,,-1.5,-6.3,,eor
10129,3379,1982-02-23,,,,1,0.0,6,0.9,1,,,,-3.5,,-0.8,-6.0,,eor
10130,3379,1982-02-24,,,,1,1.5,6,1.5,0,,,,-3.0,,-0.1,-5.0,,eor
10131,3379,1982-02-25,,,,1,0.8,6,0.0,1,,,,3.4,,-2.1,-4.8,,eor
10132,3379,1982-02-26,,,,1,0.5,6,0.0,2,,,,-2.4,,-1.2,-4.8,,eor
10133,3379,1982-02-27,,,,1,0.0,0,8.7,3,,,,-1.1,,4.2,-6.3,,eor
10134,3379,1982-02-28,,,,1,0.0,6,3.9,0,,,,4.1,,8.3,-4.5,,eor
10135,3379,1982-03-01,,,,1,0.0,0,2.0,0,,,,9.7,,12.4,5.8,,eor
10136,3379,1982-03-02,,,,1,1.0,6,1.2,0,,,,4.4,,10.1,3.2,,eor
10137,3379,1982-03-03,,,,1,0.0,6,0.8,0,,,,8.4,,10.9,1.3,,eor
10138,3379,1982-03-04,,,,1,0.1,6,0.2,0,,,,5.4,,12.5,3.3,,eor
10139,3379,1982-03-05,,,,1,0.5,6,5.1,0,,,,3.6,,7.1,1.8,,eor
10140,3379,1982-03-06,,,,1,0.0,6,4.6,0,,,,0.4,,4.5,-1.7,,eor
10141,3379,1982-03-07,,,,1,0.0,0,2.7,0,,,,2.9,,5.7,-2.0,,eor
10142,3379,1982-03-08,,,,1,0.0,0,8.5,0,,,,4.3,,9.3,-1.4,,eor
10143,3379,1982-03-09,,,,1,0.0,0,8.1,0,,,,5.1,,9.5,-0.2,,eor
10144,3379,1982-03-10,,,,1,5.7,6,6.1,0,,,,8.2,,13.5,1.6,,eor
10145,3379,1982-03-11,,,,1,2.8,6,4.8,0,,,,2.7,,8.8,0.7,,eor
10146,3379,1982-03-12,,,,1,2.2,6,3.0,0,,,,4.4,,7.6,0.6,,eor
10147,3379,1982-03-13,,,,1,2.4,6,3.2,0,,,,2.2,,5.1,0.6,,eor
10148,3379,1982-03-14,,,,1,0.0,6,5.6,1,,,,1.5,,4.9,0.0,,eor
10149,3379,1982-03-15,,,,1,0.0,0,9.5,0,,,,4.7,,11.3,-2.1,,eor
10150,3379,1982-03-16,,,,1,0.0,0,6.0,0,,,,7.2,,16.3,-0.6,,eor
10151,3379,1982-03-17,,,,1,3.5,6,1.7,0,,,,5.4,,10.2,2.8,,eor
10152,3379,1982-03-18,,,,1,3.2,6,0.0,0,,,,2.5,,5.3,1.7,,eor
10153,3379,1982-03-19,,,,1,0.8,6,3.5,0,,,,2.5,,5.4,1.5,,eor
10154,3379,1982-03-20,,,,1,3.0,6,0.8,0,,,,3.4,,7.1,-0.1,,eor
10155,3379,1982-03-21,,,,1,0.0,6,0.9,0,,,,4.6,,7.0,0.5,,eor
10156,3379,1982-03-22,,,,1,2.4,6,0.5,0,,,,2.8,,6.4,2.2,,eor
10157,3379,1982-03-23,,,,1,1.2,6,2.7,0,,,,2.6,,5.5,1.2,,eor
10158,3379,1982-03-24,,,,1,0.0,0,8.0,0,,,,4.8,,9.0,-0.2,,eor
10159,3379,1982-03-25,,,,1,0.0,0,8.5,0,,,,6.5,,10.5,-0.1,,eor
10160,3379,1982-03-26,,,,1,0.0,0,9.3,0,,,,8.7,,13.8,0.1,,eor
10161,3379,1982-03-27,,,,1,0.0,0,9.6,0,,,,10.3,,18.4,2.1,,eor
10162,3379,1982-03-28,,,,1,0.0,6,7.1,0,,,,10.2,,16.5,5.9,,eor
10163,3379,1982-03-29,,,,1,0.1,6,3.6,0,,,,9.5,,13.8,6.5,,eor
10164,3379,1982-03-30,,,,1,0.5,6,4.6,0,,,,8.7,,13.6,4.9,,eor
10165,3379,1982-03-31,,,,1,0.0,0,2.1,0,,,,7.9,,11.5,6.2,,eor
10166,3379,1982-04-01,,,,1,0.0,0,10.7,0,,,,10.3,,16.6,2.6,,eor
10167,3379,1982-04-02,,,,1,0.0,6,8.4,0,,,,11.4,,16.4,2.6,,eor
10168,3379,1982-04-03,,,,1,0.3,6,0.0,0,,,,8.7,,12.8,7.6,,eor
10169,3379,1982-04-04,,,,1,0.0,0,10.1,0,,,,10.0,,14.7,5.7,,eor
10170,3379,1982-04-05,,,,1,0.0,0,11.7,0,,,,12.8,,19.4,3.2,,eor
10171,3379,1982-04-06,,,,1,0.8,6,7.9,0,,,,14.5,,21.0,8.3,,eor
10172,3379,1982-04-07,,,,1,1.7,6,0.2,0,,,,9.8,,13.3,8.0,,eor
10173,3379,1982-04-08,,,,1,3.8,6,2.8,0,,,,9.4,,17.1,5.2,,eor
10174,3379,1982-04-09,,,,1,0.0,0,6.1,0,,,,3.5,,6.8,0.1,,eor
10175,3379,1982-04-10,,,,1,3.3,6,1.8,0,,,,5.4,,8.0,2.3,,eor
10176,3379,1982-04-11,,,,1,3.4,6,4.0,0,,,,4.4,,8.7,2.1,,eor
10177,3379,1982-04-12,,,,1,0.1,6,2.0,0,,,,1.9,,7.9,0.4,,eor
10178,3379,1982-04-13,,,,1,0.0,6,3.8,0,,,,2.8,,6.2,-0.2,,eor
10179,3379,1982-04-14,,,,1,0.0,0,10.3,0,,,,4.6,,9.3,-0.3,,eor
10180,3379,1982-04-15,,,,1,0.0,0,11.6,0,,,,5.4,,9.9,0.4,,eor
10181,3379,1982-04-16,,,,1,0.0,0,12.3,0,,,,9.6,,14.0,1.9,,eor
10182,3379,1982-04-17,,,,1,0.0,0,6.0,0,,,,9.6,,14.2,2.5,,eor
10183,3379,1982-04-18,,,,1,0.0,0,8.5,0,,,,7.1,,11.6,3.0,,eor
10184,3379,1982-04-19,,,,1,0.0,0,8.3,0,,,,6.7,,10.2,1.7,,eor
10185,3379,1982-04-20,,,,1,0.0,0,6.9,0,,,,7.5,,11.3,1.6,,eor
10186,3379,1982-04-21,,,,1,0.0,6,6.5,0,,,,8.2,,12.3,4.0,,eor
10187,3379,1982-04-22,,,,1,1.2,6,3.9,0,,,,8.6,,12.4,4.6,,eor
10188,3379,1982-04-23,,,,1,1.4,6,11.8,0,,,,8.2,,13.0,2.2,,eor
10189,3379,1982-04-24,,,,1,3.1,6,0.2,0,,,,3.5,,8.4,1.4,,eor
10190,3379,1982-04-25,,,,1,0.0,6,4.0,0,,,,6.8,,10.3,3.5,,eor
10191,3379,1982-04-26,,,,1,0.2,6,4.7,0,,,,6.9,,11.2,2.1,,eor
10192,3379,1982-04-27,,,,1,0.0,6,6.2,0,,,,8.2,,11.5,5.0,,eor
10193,3379,1982-04-28,,,,1,0.0,6,1.6,0,,,,6.9,,9.5,4.1,,eor
10194,3379,1982-04-29,,,,1,10.1,6,0.7,0,,,,6.7,,10.6,5.2,,eor
10195,3379,1982-04-30,,,,1,0.0,6,6.1,0,,,,3.8,,7.9,1.6,,eor
10196,3379,1982-05-01,,,,1,2.4,6,0.0,0,,,,6.5,,8.8,2.8,,eor
10197,3379,1982-05-02,,,,1,0.0,6,5.6,0,,,,7.4,,11.2,3.3,,eor
10198,3379,1982-05-03,,,,1,0.0,0,12.8,0,,,,13.3,,19.7,4.4,,eor
10199,3379,1982-05-04,,,,1,0.0,0,4.4,0,,,,14.4,,22.0,10.4,,eor
10200,3379,1982-05-05,,,,1,0.6,6,6.7,0,,,,10.8,,20.1,7.1,,eor
10201,3379,1982-05-06,,,,1,3.8,6,0.1,0,,,,10.0,,12.5,6.6,,eor
10202,3379,1982-05-07,,,,1,0.0,6,7.1,0,,,,8.5,,11.4,2.5,,eor
10203,3379,1982-05-08,,,,1,0.5,6,1.6,0,,,,9.1,,11.8,2.6,,eor
10204,3379,1982-05-09,,,,1,1.9,6,2.0,0,,,,9.3,,12.5,7.4,,eor
10205,3379,1982-05-10,,,,1,3.7,6,3.2,0,,,,8.8,,15.8,5.7,,eor
10206,3379,1982-05-11,,,,1,0.0,0,12.3,0,,,,9.4,,15.0,4.2,,eor
10207,3379,1982-05-12,,,,1,0.0,0,11.2,0,,,,13.2,,17.9,3.9,,eor
10208,3379,1982-05-13,,,,1,0.0,0,12.7,0,,,,15.0,,19.5,6.0,,eor
10209,3379,1982-05-14,,,,1,0.0,0,12.9,0,,,,17.0,,22.1,8.6,,eor
10210,3379,1982-05-15,,,,1,0.0,0,13.2,0,,,,18.6,,23.9,9.4,,eor
10211,3379,1982-05-16,,,,1,0.0,0,12.2,0,,,,19.4,,26.0,10.6,,eor
10212,3379,1982-05-17,,,,1,0.0,6,6.7,0,,,,18.1,,22.2,13.0,,eor
10213,3379,1982-05-18,,,,1,10.4,6,10.2,0,,,,17.6,,25.2,11.6,,eor
10214,3379,1982-05-19,,,,1,0.4,6,8.2,0,,,,17.4,,21.0,13.9,,eor
10215,3379,1982-05-20,,,,1,4.6,6,5.3,0,,,,17.4,,22.6,12.0,,eor
10216,3379,1982-05-21,,,,1,1.4,6,2.7,0,,,,15.4,,19.0,12.8,,eor
10217,3379,1982-05-22,,,,1,0.4,6,7.3,0,,,,16.6,,21.7,11.1,,eor
10218,3379,1982-05-23,,,,1,8.5,6,5.2,0,,,,15.2,,21.5,12.4,,eor
10219,3379,1982-05-24,,,,1,11.4,6,4.0,0,,,,10.6,,13.7,9.6,,eor
10220,3379,1982-05-25,,,,1,0.0,0,8.8,0,,,,14.8,,18.2,9.4,,eor
10221,3379,1982-05-26,,,,1,0.0,0,13.3,0,,,,18.2,,23.2,7.7,,eor
10222,3379,1982-05-27,,,,1,0.1,6,13.0,0,,,,21.0,,26.6,12.2,,eor
10223,3379,1982-05-28,,,,1,2.7,6,0.5,0,,,,16.6,,21.5,15.5,,eor
10224,3379,1982-05-29,,,,1,0.0,0,9.6,0,,,,15.3,,18.1,11.5,,eor
10225,3379,1982-05-30,,,,1,0.0,0,13.0,0,,,,16.0,,19.5,10.7,,eor
10226,3379,1982-05-31,,,,1,0.0,0,13.0,0,,,,20.8,,27.0,11.7,,eor
10227,3379,1982-06-01,,,,1,0.0,0,13.1,0,,,,23.0,,28.3,15.0,,eor
10228,3379,1982-06-02,,,,1,0.0,0,12.8,0,,,,23.7,,29.3,15.7,,eor
10229,3379,1982-06-03,,,,1,0.0,0,10.5,0,,,,23.2,,29.1,17.6,,eor
10230,3379,1982-06-04,,,,1,0.0,0,13.2,0,,,,24.9,,29.5,16.2,,eor
10231,3379,1982-06-05,,,,1,0.0,0,11.5,0,,,,24.6,,29.7,17.9,,eor
10232,3379,1982-06-06,,,,1,0.0,6,9.5,0,,,,23.2,,28.6,16.9,,eor
10233,3379,1982-06-07,,,,1,5.6,6,2.4,0,,,,18.8,,22.5,17.1,,eor
10234,3379,1982-06-08,,,,1,0.0,0,9.6,0,,,,21.6,,26.1,16.1,,eor
10235,3379,1982-06-09,,,,1,0.0,0,4.7,0,,,,20.8,,27.0,15.5,,eor
10236,3379,1982-06-10,,,,1,0.0,0,9.9,0,,,,22.1,,27.0,15.4,,eor
10237,3379,1982-06-11,,,,1,11.9,6,4.7,0,,,,18.6,,24.4,15.0,,eor
10238,3379,1982-06-12,,,,1,14.4,6,0.9,0,,,,14.0,,16.8,13.2,,eor
10239,3379,1982-06-13,,,,1,6.2,6,3.0,0,,,,11.8,,15.1,10.6,,eor
10240,3379,1982-06-14,,,,1,2.0,6,2.7,0,,,,10.6,,13.5,8.6,,eor
10241,3379,1982-06-15,,,,1,0.0,0,7.3,0,,,,14.0,,16.7,9.6,,eor
10242,3379,1982-06-16,,,,1,6.0,6,0.0,0,,,,13.9,,15.8,10.6,,eor
10243,3379,1982-06-17,,,,1,0.0,0,7.5,0,,,,14.9,,19.0,11.4,,eor
10244,3379,1982-06-18,,,,1,28.5,6,2.8,0,,,,14.6,,19.6,10.2,,eor
10245,3379,1982-06-19,,,,1,1.4,6,7.8,0,,,,15.8,,19.4,11.8,,eor
10246,3379,1982-06-20,,,,1,0.0,0,11.8,0,,,,17.4,,21.4,13.4,,eor
10247,3379,1982-06-21,,,,1,5.2,6,1.5,0,,,,16.3,,19.8,10.5,,eor
10248,3379,1982-06-22,,,,1,3.3,6,5.1,0,,,,20.6,,25.4,14.6,,eor
10249,3379,1982-06-23,,,,1,1.7,6,3.9,0,,,,16.4,,20.8,15.4,,eor
10250,3379,1982-06-24,,,,1,0.0,0,13.3,0,,,,19.1,,23.5,12.6,,eor
10251,3379,1982-06-25,,,,1,8.1,6,6.5,0,,,,21.8,,25.6,13.9,,eor
10252,3379,1982-06-26,,,,1,22.3,6,0.7,0,,,,16.7,,22.7,14.6,,eor
10253,3379,1982-06-27,,,,1,4.1,6,1.9,0,,,,13.8,,17.6,13.0,,eor
10254,3379,1982-06-28,,,,1,4.7,6,7.2,0,,,,16.7,,20.6,12.1,,eor
10255,3379,1982-06-29,,,,1,1.2,6,8.1,0,,,,15.3,,19.2,12.8,,eor
10256,3379,1982-06-30,,,,1,0.0,6,7.2,0,,,,16.6,,19.7,11.9,,eor
10257,3379,1982-07-01,,,,1,0.0,6,11.0,0,,,,18.5,,21.8,12.8,,eor
10258,3379,1982-07-02,,,,1,0.0,6,9.9,0,,,,22.0,,27.0,14.1,,eor
10259,3379,1982-07-03,,,,1,5.4,6,6.3,0,,,,23.8,,30.0,18.4,,eor
10260,3379,1982-07-04,,,,1,5.8,6,4.7,0,,,,16.2,,21.5,12.4,,eor
10261,3379,1982-07-05,,,,1,0.0,0,12.2,0,,,,20.0,,23.4,11.9,,eor
10262,3379,1982-07-06,,,,1,0.0,0,5.8,0,,,,20.3,,23.8,13.6,,eor
10263,3379,1982-07-07,,,,1,0.0,0,12.2,0,,,,20.0,,23.5,17.5,,eor
10264,3379,1982-07-08,,,,1,0.0,0,13.5,0,,,,21.4,,25.7,14.0,,eor
10265,3379,1982-07-09,,,,1,0.0,0,13.4,0,,,,22.9,,27.0,14.9,,eor
10266,3379,1982-07-10,,,,1,0.0,0,12.3,0,,,,25.0,,30.1,16.2,,eor
10267,3379,1982-07-11,,,,1,0.0,0,13.3,0,,,,22.9,,26.8,18.4,,eor
10268,3379,1982-07-12,,,,1,0.0,0,9.8,0,,,,24.0,,28.3,17.8,,eor
10269,3379,1982-07-13,,,,1,0.0,0,13.1,0,,,,23.4,,27.6,18.6,,eor
10270,3379,1982-07-14,,,,1,0.0,0,11.6,0,,,,23.8,,28.0,16.9,,eor
10271,3379,1982-07-15,,,,1,0.6,6,10.5,0,,,,23.6,,31.3,18.4,,eor
10272,3379,1982-07-16,,,,1,1.4,6,11.3,0,,,,25.7,,31.8,17.2,,eor
10273,3379,1982-07-17,,,,1,0.0,0,5.9,0,,,,22.2,,26.2,17.5,,eor
10274,3379,1982-07-18,,,,1,0.0,6,3.7,0,,,,20.0,,24.9,17.3,,eor
10275,3379,1982-07-19,,,,1,0.0,0,2.3,0,,,,19.8,,22.0,15.2,,eor
10276,3379,1982-07-20,,,,1,0.1,6,9.8,0,,,,22.9,,28.2,18.2,,eor
10277,3379,1982-07-21,,,,1,0.0,0,12.0,0,,,,24.4,,30.6,17.6,,eor
10278,3379,1982-07-22,,,,1,0.8,6,9.6,0,,,,21.8,,26.4,18.7,,eor
10279,3379,1982-07-23,,,,1,1.1,6,5.6,0,,,,19.8,,25.2,17.6,,eor
10280,3379,1982-07-24,,,,1,17.2,6,1.3,0,,,,16.9,,21.2,15.6,,eor
10281,3379,1982-07-25,,,,1,6.4,6,0.8,0,,,,17.0,,21.0,14.9,,eor
10282,3379,1982-07-26,,,,1,6.2,6,0.0,0,,,,14.9,,16.1,14.4,,eor
10283,3379,1982-07-27,,,,1,29.8,6,0.0,0,,,,13.4,,14.6,12.9,,eor
10284,3379,1982-07-28,,,,1,2.5,6,0.1,0,,,,16.1,,18.4,12.6,,eor
10285,3379,1982-07-29,,,,1,0.0,0,7.3,0,,,,20.4,,24.3,15.3,,eor
10286,3379,1982-07-30,,,,1,0.0,6,8.9,0,,,,22.2,,27.6,16.0,,eor
10287,3379,1982-07-31,,,,1,17.0,6,2.3,0,,,,16.9,,22.9,15.7,,eor
10288,3379,1982-08-01,,,,1,0.0,0,2.9,0,,,,18.7,,22.3,15.2,,eor
10289,3379,1982-08-02,,,,1,0.0,0,5.8,0,,,,20.2,,24.9,14.4,,eor
10290,3379,1982-08-03,,,,1,5.3,6,3.3,0,,,,19.4,,24.1,15.9,,eor
10291,3379,1982-08-04,,,,1,36.4,6,7.7,0,,,,19.5,,25.3,15.5,,eor
10292,3379,1982-08-05,,,,1,24.8,6,3.8,0,,,,19.6,,23.6,16.3,,eor
10293,3379,1982-08-06,,,,1,2.4,6,0.8,0,,,,18.0,,22.0,14.6,,eor
10294,3379,1982-08-07,,,,1,0.0,6,3.0,0,,,,17.5,,20.1,14.5,,eor
10295,3379,1982-08-08,,,,1,0.0,0,4.3,0,,,,19.0,,22.8,15.1,,eor
10296,3379,1982-08-09,,,,1,2.9,6,2.4,0,,,,19.0,,22.4,16.5,,eor
10297,3379,1982-08-10,,,,1,2.8,6,2.6,0,,,,19.2,,22.1,16.5,,eor
10298,3379,1982-08-11,,,,1,0.0,0,9.6,0,,,,21.4,,25.8,15.7,,eor
10299,3379,1982-08-12,,,,1,0.0,0,12.5,0,,,,23.8,,30.8,15.5,,eor
10300,3379,1982-08-13,,,,1,3.1,6,5.2,0,,,,20.3,,26.8,19.2,,eor
10301,3379,1982-08-14,,,,1,1.9,6,4.5,0,,,,19.0,,23.0,16.5,,eor
10302,3379,1982-08-15,,,,1,19.2,6,9.8,0,,,,20.0,,28.5,14.2,,eor
10303,3379,1982-08-16,,,,1,6.1,6,5.6,0,,,,20.7,,24.2,16.7,,eor
10304,3379,1982-08-17,,,,1,0.4,6,2.2,0,,,,17.6,,20.5,15.6,,eor
10305,3379,1982-08-18,,,,1,0.0,0,11.5,0,,,,20.1,,25.5,15.6,,eor
10306,3379,1982-08-19,,,,1,0.0,6,8.3,0,,,,19.7,,24.9,16.7,,eor
10307,3379,1982-08-20,,,,1,12.2,6,0.2,0,,,,13.7,,18.2,11.4,,eor
10308,3379,1982-08-21,,,,1,0.0,0,11.8,0,,,,14.4,,18.4,9.1,,eor
10309,3379,1982-08-22,,,,1,0.0,0,6.4,0,,,,15.0,,19.6,9.7,,eor
10310,3379,1982-08-23,,,,1,0.0,0,12.8,0,,,,17.1,,22.9,9.4,,eor
10311,3379,1982-08-24,,,,1,17.4,6,7.1,0,,,,13.6,,21.1,12.0,,eor
10312,3379,1982-08-25,,,,1,0.2,6,3.1,0,,,,16.2,,20.3,11.0,,eor
10313,3379,1982-08-26,,,,1,0.3,6,11.4,0,,,,20.1,,26.0,12.6,,eor
10314,3379,1982-08-27,,,,1,10.6,6,0.3,0,,,,15.6,,20.5,13.3,,eor
10315,3379,1982-08-28,,,,1,10.1,6,0.0,0,,,,12.9,,13.8,11.4,,eor
10316,3379,1982-08-29,,,,1,0.0,0,10.9,0,,,,16.1,,19.7,12.2,,eor
10317,3379,1982-08-30,,,,1,0.0,0,11.2,0,,,,16.6,,22.5,9.8,,eor
10318,3379,1982-08-31,,,,1,24.8,6,1.9,0,,,,13.4,,18.0,11.6,,eor
10319,3379,1982-09-01,,,,1,0.4,6,0.8,0,,,,14.4,,17.6,10.8,,eor
10320,3379,1982-09-02,,,,1,0.0,0,5.9,0,,,,15.8,,20.0,11.0,,eor
10321,3379,1982-09-03,,,,1,0.0,0,11.1,0,,,,16.6,,21.4,11.6,,eor
10322,3379,1982-09-04,,,,1,0.0,0,10.9,0,,,,19.1,,26.9,11.0,,eor
10323,3379,1982-09-05,,,,1,0.0,6,9.6,0,,,,22.2,,28.7,15.1,,eor
10324,3379,1982-09-06,,,,1,2.2,6,3.0,0,,,,17.8,,24.2,14.5,,eor
10325,3379,1982-09-07,,,,1,0.6,6,1.2,0,,,,15.7,,17.6,13.5,,eor
10326,3379,1982-09-08,,,,1,0.0,0,0.9,0,,,,16.9,,19.2,14.4,,eor
10327,3379,1982-09-09,,,,1,0.0,0,6.3,0,,,,18.6,,21.5,16.6,,eor
10328,3379,1982-09-10,,,,1,0.0,0,10.2,0,,,,18.4,,23.4,14.2,,eor
10329,3379,1982-09-11,,,,1,0.0,0,9.5,0,,,,19.2,,25.1,12.5,,eor
10330,3379,1982-09-12,,,,1,0.0,0,9.6,0,,,,18.5,,25.2,14.0,,eor
10331,3379,1982-09-13,,,,1,0.0,6,9.8,0,,,,18.6,,24.3,12.9,,eor
10332,3379,1982-09-14,,,,1,0.0,0,10.2,0,,,,19.2,,24.3,12.7,,eor
10333,3379,1982-09-15,,,,1,0.0,0,10.2,0,,,,18.8,,25.1,13.2,,eor
10334,3379,1982-09-16,,,,1,0.0,0,10.1,0,,,,19.7,,25.2,13.4,,eor
10335,3379,1982-09-17,,,,1,0.0,0,9.3,0,,,,18.4,,23.5,12.2,,eor
10336,3379,1982-09-18,,,,1,0.0,0,6.7,0,,,,19.6,,24.2,13.0,,eor
10337,3379,1982-09-19,,,,1,0.0,0,9.8,0,,,,19.9,,26.2,14.3,,eor
10338,3379,1982-09-20,,,,1,1.1,6,9.3,0,,,,21.1,,27.3,14.0,,eor
10339,3379,1982-09-21,,,,1,4.6,6,1.1,0,,,,17.9,,21.5,16.4,,eor
10340,3379,1982-09-22,,,,1,4.3,6,0.0,0,,,,16.8,,18.4,15.8,,eor
10341,3379,1982-09-23,,,,1,0.2,6,0.0,0,,,,12.8,,16.1,12.0,,eor
10342,3379,1982-09-24,,,,1,0.0,0,6.4,0,,,,12.7,,16.6,7.9,,eor
10343,3379,1982-09-25,,,,1,0.0,0,6.9,0,,,,17.1,,24.0,11.2,,eor
10344,3379,1982-09-26,,,,1,5.0,6,4.1,0,,,,18.0,,27.6,12.6,,eor
10345,3379,1982-09-27,,,,1,0.0,0,6.1,0,,,,14.2,,17.4,11.6,,eor
10346,3379,1982-09-28,,,,1,0.0,0,5.0,0,,,,13.6,,17.4,10.1,,eor
10347,3379,1982-09-29,,,,1,0.0,6,1.4,0,,,,13.1,,15.7,10.7,,eor
10348,3379,1982-09-30,,,,1,14.2,6,1.7,0,,,,13.4,,15.6,10.6,,eor
10349,3379,1982-10-01,,,,1,3.9,6,0.0,0,,,,13.0,,13.6,11.7,,eor
10350,3379,1982-10-02,,,,1,0.0,6,2.1,0,,,,13.8,,16.1,12.6,,eor
10351,3379,1982-10-03,,,,1,0.0,0,0.3,0,,,,14.1,,16.0,12.4,,eor
10352,3379,1982-10-04,,,,1,0.0,0,0.0,0,,,,10.3,,14.0,9.2,,eor
10353,3379,1982-10-05,,,,1,0.0,0,0.7,0,,,,10.9,,13.7,8.0,,eor
10354,3379,1982-10-06,,,,1,6.8,6,0.3,0,,,,9.5,,15.0,5.4,,eor
10355,3379,1982-10-07,,,,1,0.0,6,3.5,0,,,,10.8,,15.0,6.8,,eor
10356,3379,1982-10-08,,,,1,0.0,6,4.8,0,,,,10.4,,13.4,8.7,,eor
10357,3379,1982-10-09,,,,1,0.2,6,4.1,0,,,,9.6,,13.7,7.8,,eor
10358,3379,1982-10-10,,,,1,0.9,6,1.4,0,,,,9.6,,13.0,6.5,,eor
10359,3379,1982-10-11,,,,1,7.1,6,2.4,0,,,,10.5,,14.8,8.2,,eor
10360,3379,1982-10-12,,,,1,1.1,6,0.9,0,,,,9.2,,11.6,7.4,,eor
10361,3379,1982-10-13,,,,1,4.8,6,0.2,0,,,,12.0,,17.0,7.8,,eor
10362,3379,1982-10-14,,,,1,0.0,6,8.2,0,,,,12.6,,17.1,10.0,,eor
10363,3379,1982-10-15,,,,1,1.9,6,1.9,0,,,,7.0,,11.8,6.1,,eor
10364,3379,1982-10-16,,,,1,0.0,0,8.5,0,,,,8.4,,11.9,5.2,,eor
10365,3379,1982-10-17,,,,1,0.3,6,0.0,0,,,,8.2,,11.7,2.9,,eor
10366,3379,1982-10-18,,,,1,0.0,0,9.1,0,,,,12.0,,18.0,6.7,,eor
10367,3379,1982-10-19,,,,1,0.7,6,0.0,0,,,,12.2,,14.2,8.5,,eor
10368,3379,1982-10-20,,,,1,0.0,0,5.5,0,,,,12.8,,17.5,10.6,,eor
10369,3379,1982-10-21,,,,1,0.0,0,8.6,0,,,,12.0,,19.0,6.4,,eor
10370,3379,1982-10-22,,,,1,0.0,0,6.0,0,,,,10.8,,14.4,6.1,,eor
10371,3379,1982-10-23,,,,1,0.0,6,1.6,0,,,,11.0,,14.4,8.9,,eor
10372,3379,1982-10-24,,,,1,1.5,6,0.3,0,,,,10.3,,11.6,9.0,,eor
10373,3379,1982-10-25,,,,1,3.6,6,0.0,0,,,,8.3,,10.3,7.4,,eor
10374,3379,1982-10-26,,,,1,0.0,0,4.7,0,,,,7.1,,13.4,4.4,,eor
10375,3379,1982-10-27,,,,1,0.0,0,0.7,0,,,,6.8,,10.3,4.4,,eor
10376,3379,1982-10-28,,,,1,0.0,6,0.0,0,,,,6.5,,7.1,5.6,,eor
10377,3379,1982-10-29,,,,1,0.0,6,0.0,0,,,,6.4,,6.9,5.1,,eor
10378,3379,1982-10-30,,,,1,0.0,0,2.6,0,,,,6.4,,10.2,4.6,,eor
10379,3379,1982-10-31,,,,1,0.0,0,8.7,0,,,,7.9,,16.7,1.3,,eor
10380,3379,1982-11-01,,,,1,0.0,0,5.7,0,,,,10.0,,16.3,2.7,,eor
10381,3379,1982-11-02,,,,1,0.0,0,8.6,0,,,,10.0,,17.5,5.4,,eor
10382,3379,1982-11-03,,,,1,0.0,0,8.2,0,,,,8.1,,15.2,4.2,,eor
10383,3379,1982-11-04,,,,1,0.0,0,7.8,0,,,,7.2,,12.6,3.1,,eor
10384,3379,1982-11-05,,,,1,0.0,0,0.0,0,,,,5.3,,6.6,3.9,,eor
10385,3379,1982-11-06,,,,1,0.0,0,2.4,0,,,,1.5,,5.2,0.5,,eor
10386,3379,1982-11-07,,,,1,0.0,0,8.1,0,,,,5.3,,11.4,-1.6,,eor
10387,3379,1982-11-08,,,,1,0.0,0,0.0,0,,,,13.4,,16.7,4.0,,eor
10388,3379,1982-11-09,,,,1,0.6,6,0.0,0,,,,10.7,,14.8,8.3,,eor
10389,3379,1982-11-10,,,,1,0.0,0,1.9,0,,,,9.8,,13.8,8.0,,eor
10390,3379,1982-11-11,,,,1,0.0,0,7.2,0,,,,8.2,,14.5,4.7,,eor
10391,3379,1982-11-12,,,,1,1.9,6,5.7,0,,,,9.0,,14.4,4.9,,eor
